city_from_name,city_to_name,city_from_coord,city_to_coord,distance,weight_class,cost_per_unit,co2_per_unit
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,2,603.34,1309.62
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,3,653.62,1418.75
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,4,703.9,1527.89
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,5,754.18,1637.02
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,6,804.46,1746.16
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,7,854.74,1855.29
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,8,905.02,1964.43
Zaragoza,Berlin,"(41.6521342, -0.8809428)","(52.5170365, 13.3888599)",1616.8146,9,955.3,2073.56
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,0,173.99,185.04
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,1,191.39,203.55
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,2,208.79,222.05
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,3,226.19,240.56
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,4,243.59,259.06
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,5,260.99,277.56
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,6,278.39,296.07
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,7,295.79,314.57
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,8,313.19,333.08
Zaragoza,Madrid,"(41.6521342, -0.8809428)","(40.4167047, -3.7035825)",274.1376,9,330.59,351.58
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,0,489.62,1039.34
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,1,538.58,1143.28
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,2,587.55,1247.21
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,3,636.51,1351.14
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,4,685.47,1455.08
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,5,734.43,1559.01
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,6,783.4,1662.95
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,7,832.36,1766.88
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,8,881.32,1870.82
Zaragoza,Vienna,"(41.6521342, -0.8809428)","(48.2083537, 16.3725042)",1539.7663,9,930.28,1974.75
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,0,430.29,821.59
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,1,473.32,903.74
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,2,516.34,985.9
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,3,559.37,1068.06
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,4,602.4,1150.22
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,5,645.43,1232.38
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,6,688.46,1314.54
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,7,731.49,1396.69
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,8,774.52,1478.85
Zaragoza,Munich,"(41.6521342, -0.8809428)","(48.1371079, 11.5753822)",1217.1632,9,817.54,1561.01
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,0,440.36,856.65
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,1,484.4,942.31
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,2,528.43,1027.98
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,3,572.47,1113.64
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,4,616.51,1199.31
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,5,660.54,1284.97
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,6,704.58,1370.64
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,7,748.62,1456.3
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,8,792.65,1541.97
Zaragoza,Amsterdam,"(41.6521342, -0.8809428)","(52.3727598, 4.8936041)",1269.1074,9,836.69,1627.63
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,0,616.21,1595.3
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,1,677.83,1754.83
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,2,739.45,1914.36
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,3,801.07,2073.89
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,4,862.69,2233.42
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,5,924.31,2392.95
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,6,985.93,2552.48
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,7,1047.55,2712.01
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,8,1109.17,2871.54
Zaragoza,Stockholm,"(41.6521342, -0.8809428)","(59.3251172, 18.0710935)",2363.4114,9,1170.79,3031.08
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,0,539.37,1242.93
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,1,593.31,1367.22
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,2,647.24,1491.52
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,3,701.18,1615.81
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,4,755.12,1740.1
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,5,809.05,1864.4
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,6,862.99,1988.69
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,7,916.93,2112.98
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,8,970.86,2237.28
Zaragoza,Copenhagen,"(41.6521342, -0.8809428)","(55.6867243, 12.5700724)",1841.379,9,1024.8,2361.57
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,0,166.53,173.49
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,1,183.18,190.84
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,2,199.83,208.19
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,3,216.48,225.54
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,4,233.14,242.89
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,5,249.79,260.24
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,6,266.44,277.59
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,7,283.1,294.94
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,8,299.75,312.29
Zaragoza,Barcelona,"(41.6521342, -0.8809428)","(41.3828939, 2.1774322)",257.0251,9,316.4,329.63
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,0,425.81,806.27
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,1,468.39,886.89
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,2,510.98,967.52
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,3,553.56,1048.15
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,4,596.14,1128.77
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,5,638.72,1209.4
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,6,681.3,1290.03
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,7,723.88,1370.65
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,8,766.46,1451.28
Zaragoza,Cologne,"(41.6521342, -0.8809428)","(50.938361, 6.959974)",1194.4688,9,809.04,1531.91
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,0,584.3,1443.4
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,1,642.73,1587.74
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,2,701.16,1732.08
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,3,759.6,1876.42
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,4,818.03,2020.76
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,5,876.46,2165.1
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,6,934.89,2309.44
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,7,993.32,2453.78
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,8,1051.75,2598.12
Zaragoza,Athens,"(41.6521342, -0.8809428)","(37.9839412, 23.7283052)",2138.3667,9,1110.18,2742.46
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,0,594.66,1491.81
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,1,654.12,1640.99
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,2,713.59,1790.17
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,3,773.05,1939.36
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,4,832.52,2088.54
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,5,891.98,2237.72
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,6,951.45,2386.9
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,7,1010.91,2536.08
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,8,1070.38,2685.26
Zaragoza,Bucharest,"(41.6521342, -0.8809428)","(44.4361414, 26.1027202)",2210.0925,9,1129.85,2834.44
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,0,517.34,1150.41
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,1,569.08,1265.45
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,2,620.81,1380.49
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,3,672.54,1495.53
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,4,724.28,1610.57
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,5,776.01,1725.62
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,6,827.75,1840.66
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,7,879.48,1955.7
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,8,931.21,2070.74
Zaragoza,Budapest,"(41.6521342, -0.8809428)","(47.4979937, 19.0403594)",1704.3119,9,982.95,2185.78
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,0,440.5,857.14
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,1,484.55,942.85
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,2,528.6,1028.56
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,3,572.65,1114.28
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,4,616.7,1199.99
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,5,660.75,1285.7
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,6,704.8,1371.42
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,7,748.85,1457.13
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,8,792.9,1542.85
Zaragoza,Naples,"(41.6521342, -0.8809428)","(40.8358846, 14.2487679)",1269.832,9,836.95,1628.56
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,0,333.07,523.11
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,1,366.38,575.42
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,2,399.69,627.73
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,3,433,680.04
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,4,466.3,732.35
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,5,499.61,784.66
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,6,532.92,836.97
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,7,566.23,889.28
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,8,599.53,941.59
Zaragoza,Lisbon,"(41.6521342, -0.8809428)","(38.7077507, -9.1365919)",774.9704,9,632.84,993.9
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,0,336.94,533.61
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,1,370.63,586.97
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,2,404.33,640.33
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,3,438.02,693.69
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,4,471.72,747.05
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,5,505.41,800.41
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,6,539.1,853.77
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,7,572.8,907.13
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,8,606.49,960.5
Zaragoza,Turin,"(41.6521342, -0.8809428)","(45.0677551, 7.6824892)",790.531,9,640.18,1013.86
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,0,471.41,969.61
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,1,518.55,1066.57
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,2,565.69,1163.53
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,3,612.83,1260.49
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,4,659.97,1357.45
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,5,707.11,1454.41
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,6,754.25,1551.37
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,7,801.4,1648.33
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,8,848.54,1745.29
Zaragoza,Hanover,"(41.6521342, -0.8809428)","(52.3744779, 9.7385532)",1436.4563,9,895.68,1842.26
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,0,540.89,1249.45
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,1,594.98,1374.39
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,2,649.06,1499.34
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,3,703.15,1624.28
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,4,757.24,1749.23
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,5,811.33,1874.17
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,6,865.42,1999.12
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,7,919.51,2124.06
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,8,973.6,2249.01
Zaragoza,Malmö,"(41.6521342, -0.8809428)","(55.6052931, 13.0001566)",1851.0339,9,1027.69,2373.95
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,0,662.46,1829.7
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,1,728.71,2012.67
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,2,794.96,2195.64
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,3,861.2,2378.61
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,4,927.45,2561.58
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,5,993.69,2744.55
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,6,1059.94,2927.52
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,7,1126.19,3110.49
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,8,1192.43,3293.46
Zaragoza,Helsinki,"(41.6521342, -0.8809428)","(60.1674881, 24.9427473)",2710.6631,9,1258.68,3476.43
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,0,484.19,1018.26
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,1,532.61,1120.09
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,2,581.02,1221.91
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,3,629.44,1323.74
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,4,677.86,1425.57
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,5,726.28,1527.39
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,6,774.7,1629.22
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,7,823.12,1731.04
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,8,871.54,1832.87
Zaragoza,Prague,"(41.6521342, -0.8809428)","(50.0874654, 14.4212535)",1508.5357,9,919.95,1934.7
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,0,161.63,166.11
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,1,177.79,182.72
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,2,193.95,199.33
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,3,210.11,215.94
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,4,226.28,232.55
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,5,242.44,249.16
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,6,258.6,265.77
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,7,274.76,282.38
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,8,290.93,298.99
Zaragoza,Valencia,"(41.6521342, -0.8809428)","(39.4697065, -0.3763353)",246.0864,9,307.09,315.61
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,0,476.12,987.4
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,1,523.73,1086.14
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,2,571.34,1184.88
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,3,618.96,1283.62
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,4,666.57,1382.36
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,5,714.18,1481.1
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,6,761.79,1579.84
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,7,809.4,1678.58
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,8,857.02,1777.32
Zaragoza,Bremen,"(41.6521342, -0.8809428)","(53.0758196, 8.8071646)",1462.8167,9,904.63,1876.06
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,0,300,437.79
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,1,330,481.57
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,2,360,525.35
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,3,390,569.13
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,4,420,612.91
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,5,450,656.69
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,6,480,700.47
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,7,510,744.25
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,8,540,788.03
Zaragoza,Porto,"(41.6521342, -0.8809428)","(41.1494512, -8.6107884)",648.5823,9,570,831.81
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,0,355.28,584.97
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,1,390.81,643.47
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,2,426.34,701.97
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,3,461.86,760.47
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,4,497.39,818.96
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,5,532.92,877.46
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,6,568.45,935.96
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,7,603.98,994.45
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,8,639.5,1052.95
Venlo,Bratislava,"(51.39244885, 6.1511724144122955)","(48.1516988, 17.1093063)",866.6269,9,675.03,1111.45
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,0,206.49,239.62
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,1,227.14,263.58
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,2,247.79,287.55
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,3,268.44,311.51
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,4,289.09,335.47
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,5,309.73,359.43
Venlo,Hamburg,"(51.39244885, 6.1511724144122955)","(53.550341, 10.000654)",354.9956,6,330.38,383.4
