city_from_name;city_to_name;city_from_coord;city_to_coord;distance
Lyon;Stockholm;(45.7578137, 4.8320114);(59.3251172, 18.0710935);1749.4739
Lyon;Copenhagen;(45.7578137, 4.8320114);(55.6867243, 12.5700724);1230.5109
Lyon;Barcelona;(45.7578137, 4.8320114);(41.3828939, 2.1774322);531.1909
Lyon;Cologne;(45.7578137, 4.8320114);(50.938361, 6.959974);597.1952
Lyon;Athens;(45.7578137, 4.8320114);(37.9839412, 23.7283052);1784.2604
Lyon;Bucharest;(45.7578137, 4.8320114);(44.4361414, 26.1027202);1675.7436
Lyon;Budapest;(45.7578137, 4.8320114);(47.4979937, 19.0403594);1103.5369
Lyon;Naples;(45.7578137, 4.8320114);(40.8358846, 14.2487679);938.6115
Lyon;Lisbon;(45.7578137, 4.8320114);(38.7077507, -9.1365919);1390.6951
Lyon;Turin;(45.7578137, 4.8320114);(45.0677551, 7.6824892);235.9276
Lyon;Hanover;(45.7578137, 4.8320114);(52.3744779, 9.7385532);818.0848
Lyon;Malmö;(45.7578137, 4.8320114);(55.6052931, 13.0001566);1236.3026
Lyon;Helsinki;(45.7578137, 4.8320114);(60.1674881, 24.9427473);2079.6824
Lyon;Prague;(45.7578137, 4.8320114);(50.0874654, 14.4212535);862.301
Lyon;Valencia;(45.7578137, 4.8320114);(39.4697065, -0.3763353);818.4376
Lyon;Bremen;(45.7578137, 4.8320114);(53.0758196, 8.8071646);863.1433
Lyon;Porto;(45.7578137, 4.8320114);(41.1494512, -8.6107884);1200.4324
Marseille;Bordeaux;(43.2961743, 5.3699525);(44.841225, -0.5800364);506.4981
Marseille;Milan;(43.2961743, 5.3699525);(45.4641943, 9.1896346);388.1193
Marseille;Berlin;(43.2961743, 5.3699525);(52.5170365, 13.3888599);1185.9895
Marseille;Madrid;(43.2961743, 5.3699525);(40.4167047, -3.7035825);817.935
Marseille;Vienna;(43.2961743, 5.3699525);(48.2083537, 16.3725042);1013.8765
Marseille;Munich;(43.2961743, 5.3699525);(48.1371079, 11.5753822);722.6529
Marseille;Amsterdam;(43.2961743, 5.3699525);(52.3727598, 4.8936041);1009.821
Marseille;Stockholm;(43.2961743, 5.3699525);(59.3251172, 18.0710935);1983.2239
Marseille;Copenhagen;(43.2961743, 5.3699525);(55.6867243, 12.5700724);1471.5665
Marseille;Barcelona;(43.2961743, 5.3699525);(41.3828939, 2.1774322);338.1634
Marseille;Cologne;(43.2961743, 5.3699525);(50.938361, 6.959974);858.0742
Marseille;Athens;(43.2961743, 5.3699525);(37.9839412, 23.7283052);1656.8987
Marseille;Bucharest;(43.2961743, 5.3699525);(44.4361414, 26.1027202);1666.952
Marseille;Budapest;(43.2961743, 5.3699525);(47.4979937, 19.0403594);1165.7476
Marseille;Naples;(43.2961743, 5.3699525);(40.8358846, 14.2487679);783.5309
Marseille;Lisbon;(43.2961743, 5.3699525);(38.7077507, -9.1365919);1320.2925
Marseille;Turin;(43.2961743, 5.3699525);(45.0677551, 7.6824892);270.0553
Marseille;Hanover;(43.2961743, 5.3699525);(52.3744779, 9.7385532);1060.5418
Marseille;Malmö;(43.2961743, 5.3699525);(55.6052931, 13.0001566);1474.4317
Marseille;Helsinki;(43.2961743, 5.3699525);(60.1674881, 24.9427473);2294.3008
Marseille;Prague;(43.2961743, 5.3699525);(50.0874654, 14.4212535);1022.8963
Marseille;Valencia;(43.2961743, 5.3699525);(39.4697065, -0.3763353);641.2964
Marseille;Bremen;(43.2961743, 5.3699525);(53.0758196, 8.8071646);1116.7221
Marseille;Porto;(43.2961743, 5.3699525);(41.1494512, -8.6107884);1177.1382
Bordeaux;Milan;(44.841225, -0.5800364);(45.4641943, 9.1896346);770.8902
Bordeaux;Berlin;(44.841225, -0.5800364);(52.5170365, 13.3888599);1332.6929
Bordeaux;Madrid;(44.841225, -0.5800364);(40.4167047, -3.7035825);554.1662
Bordeaux;Vienna;(44.841225, -0.5800364);(48.2083537, 16.3725042);1350.3198
Bordeaux;Munich;(44.841225, -0.5800364);(48.1371079, 11.5753822);1001.2265
Bordeaux;Amsterdam;(44.841225, -0.5800364);(52.3727598, 4.8936041);929.0682
Bordeaux;Stockholm;(44.841225, -0.5800364);(59.3251172, 18.0710935);2042.2945
Bordeaux;Copenhagen;(44.841225, -0.5800364);(55.6867243, 12.5700724);1522.5537
Bordeaux;Barcelona;(44.841225, -0.5800364);(41.3828939, 2.1774322);444.8866
Bordeaux;Cologne;(44.841225, -0.5800364);(50.938361, 6.959974);880.8422
Bordeaux;Athens;(44.841225, -0.5800364);(37.9839412, 23.7283052);2160.2761
Bordeaux;Bucharest;(44.841225, -0.5800364);(44.4361414, 26.1027202);2107.9581
Bordeaux;Budapest;(44.841225, -0.5800364);(47.4979937, 19.0403594);1539.351
Bordeaux;Naples;(44.841225, -0.5800364);(40.8358846, 14.2487679);1289.0864
Bordeaux;Lisbon;(44.841225, -0.5800364);(38.7077507, -9.1365919);983.9388
Bordeaux;Turin;(44.841225, -0.5800364);(45.0677551, 7.6824892);652.1916
Bordeaux;Hanover;(44.841225, -0.5800364);(52.3744779, 9.7385532);1129.5327
Bordeaux;Malmö;(44.841225, -0.5800364);(55.6052931, 13.0001566);1534.7341
Bordeaux;Helsinki;(44.841225, -0.5800364);(60.1674881, 24.9427473);2402.3701
Bordeaux;Prague;(44.841225, -0.5800364);(50.0874654, 14.4212535);1269.3888
Bordeaux;Valencia;(44.841225, -0.5800364);(39.4697065, -0.3763353);596.8858
Bordeaux;Bremen;(44.841225, -0.5800364);(53.0758196, 8.8071646);1143.0454
Bordeaux;Porto;(44.841225, -0.5800364);(41.1494512, -8.6107884);772.1508
Milan;Berlin;(45.4641943, 9.1896346);(52.5170365, 13.3888599);842.0343
Milan;Madrid;(45.4641943, 9.1896346);(40.4167047, -3.7035825);1190.4149
Milan;Vienna;(45.4641943, 9.1896346);(48.2083537, 16.3725042);626.7914
Milan;Munich;(45.4641943, 9.1896346);(48.1371079, 11.5753822);348.4711
Milan;Amsterdam;(45.4641943, 9.1896346);(52.3727598, 4.8936041);829.9284
Milan;Stockholm;(45.4641943, 9.1896346);(59.3251172, 18.0710935);1653.1971
Milan;Copenhagen;(45.4641943, 9.1896346);(55.6867243, 12.5700724);1161.7271
Milan;Barcelona;(45.4641943, 9.1896346);(41.3828939, 2.1774322);726.1899
Milan;Cologne;(45.4641943, 9.1896346);(50.938361, 6.959974);630.7762
Milan;Athens;(45.4641943, 9.1896346);(37.9839412, 23.7283052);1463.9542
Milan;Bucharest;(45.4641943, 9.1896346);(44.4361414, 26.1027202);1337.089
Milan;Budapest;(45.4641943, 9.1896346);(47.4979937, 19.0403594);788.8565
Milan;Naples;(45.4641943, 9.1896346);(40.8358846, 14.2487679);658.2928
Milan;Lisbon;(45.4641943, 9.1896346);(38.7077507, -9.1365919);1686.5107
Milan;Turin;(45.4641943, 9.1896346);(45.0677551, 7.6824892);126.2194
Milan;Hanover;(45.4641943, 9.1896346);(52.3744779, 9.7385532);769.5248
Milan;Malmö;(45.4641943, 9.1896346);(55.6052931, 13.0001566);1159.5273
Milan;Helsinki;(45.4641943, 9.1896346);(60.1674881, 24.9427473);1939.6115
Milan;Prague;(45.4641943, 9.1896346);(50.0874654, 14.4212535);646.1697
Milan;Valencia;(45.4641943, 9.1896346);(39.4697065, -0.3763353);1029.415
Milan;Bremen;(45.4641943, 9.1896346);(53.0758196, 8.8071646);846.979
Milan;Porto;(45.4641943, 9.1896346);(41.1494512, -8.6107884);1517.9006
Berlin;Madrid;(52.5170365, 13.3888599);(40.4167047, -3.7035825);1870.371
Berlin;Vienna;(52.5170365, 13.3888599);(48.2083537, 16.3725042);524.0812
Berlin;Munich;(52.5170365, 13.3888599);(48.1371079, 11.5753822);503.9817
Berlin;Amsterdam;(52.5170365, 13.3888599);(52.3727598, 4.8936041);577.5253
Berlin;Stockholm;(52.5170365, 13.3888599);(59.3251172, 18.0710935);812.0819
Berlin;Copenhagen;(52.5170365, 13.3888599);(55.6867243, 12.5700724);356.8434
Berlin;Barcelona;(52.5170365, 13.3888599);(41.3828939, 2.1774322);1499.6969
Berlin;Cologne;(52.5170365, 13.3888599);(50.938361, 6.959974);477.4541
Berlin;Athens;(52.5170365, 13.3888599);(37.9839412, 23.7283052);1803.4007
Berlin;Bucharest;(52.5170365, 13.3888599);(44.4361414, 26.1027202);1296.9016
Berlin;Budapest;(52.5170365, 13.3888599);(47.4979937, 19.0403594);689.3135
Berlin;Naples;(52.5170365, 13.3888599);(40.8358846, 14.2487679);1300.1679
Berlin;Lisbon;(52.5170365, 13.3888599);(38.7077507, -9.1365919);2315.2662
Berlin;Turin;(52.5170365, 13.3888599);(45.0677551, 7.6824892);927.761
Berlin;Hanover;(52.5170365, 13.3888599);(52.3744779, 9.7385532);248.6779
Berlin;Malmö;(52.5170365, 13.3888599);(55.6052931, 13.0001566);344.6811
Berlin;Helsinki;(52.5170365, 13.3888599);(60.1674881, 24.9427473);1108.6331
Berlin;Prague;(52.5170365, 13.3888599);(50.0874654, 14.4212535);279.7165
Berlin;Valencia;(52.5170365, 13.3888599);(39.4697065, -0.3763353);1793.5348
Berlin;Bremen;(52.5170365, 13.3888599);(53.0758196, 8.8071646);315.1822
Berlin;Porto;(52.5170365, 13.3888599);(41.1494512, -8.6107884);2086.7796
Madrid;Vienna;(40.4167047, -3.7035825);(48.2083537, 16.3725042);1813.0225
Madrid;Munich;(40.4167047, -3.7035825);(48.1371079, 11.5753822);1486.8578
Madrid;Amsterdam;(40.4167047, -3.7035825);(52.3727598, 4.8936041);1481.9616
Madrid;Stockholm;(40.4167047, -3.7035825);(59.3251172, 18.0710935);2595.9713
Madrid;Copenhagen;(40.4167047, -3.7035825);(55.6867243, 12.5700724);2075.5539
Madrid;Barcelona;(40.4167047, -3.7035825);(41.3828939, 2.1774322);506.922
Madrid;Cologne;(40.4167047, -3.7035825);(50.938361, 6.959974);1431.3403
Madrid;Athens;(40.4167047, -3.7035825);(37.9839412, 23.7283052);2375.3223
Madrid;Bucharest;(40.4167047, -3.7035825);(44.4361414, 26.1027202);2478.9272
Madrid;Budapest;(40.4167047, -3.7035825);(47.4979937, 19.0403594);1978.4494
Madrid;Naples;(40.4167047, -3.7035825);(40.8358846, 14.2487679);1516.9787
Madrid;Lisbon;(40.4167047, -3.7035825);(38.7077507, -9.1365919);503.861
Madrid;Turin;(40.4167047, -3.7035825);(45.0677551, 7.6824892);1064.4805
Madrid;Hanover;(40.4167047, -3.7035825);(52.3744779, 9.7385532);1678.1696
Madrid;Malmö;(40.4167047, -3.7035825);(55.6052931, 13.0001566);2087.1443
Madrid;Helsinki;(40.4167047, -3.7035825);(60.1674881, 24.9427473);2953.0022
Madrid;Prague;(40.4167047, -3.7035825);(50.0874654, 14.4212535);1775.2312
Madrid;Valencia;(40.4167047, -3.7035825);(39.4697065, -0.3763353);303.1546
Madrid;Bremen;(40.4167047, -3.7035825);(53.0758196, 8.8071646);1695.8825
Madrid;Porto;(40.4167047, -3.7035825);(41.1494512, -8.6107884);422.0741
Vienna;Munich;(48.2083537, 16.3725042);(48.1371079, 11.5753822);356.8202
Vienna;Amsterdam;(48.2083537, 16.3725042);(52.3727598, 4.8936041);938.5242
Vienna;Stockholm;(48.2083537, 16.3725042);(59.3251172, 18.0710935);1242.246
Vienna;Copenhagen;(48.2083537, 16.3725042);(55.6867243, 12.5700724);871.8583
Vienna;Barcelona;(48.2083537, 16.3725042);(41.3828939, 2.1774322);1351.9577
Vienna;Cologne;(48.2083537, 16.3725042);(50.938361, 6.959974);744.725
Vienna;Athens;(48.2083537, 16.3725042);(37.9839412, 23.7283052);1282.64
Vienna;Bucharest;(48.2083537, 16.3725042);(44.4361414, 26.1027202);857.7667
Vienna;Budapest;(48.2083537, 16.3725042);(47.4979937, 19.0403594);214.6944
Vienna;Naples;(48.2083537, 16.3725042);(40.8358846, 14.2487679);836.3706
Vienna;Lisbon;(48.2083537, 16.3725042);(38.7077507, -9.1365919);2303.6237
Vienna;Turin;(48.2083537, 16.3725042);(45.0677551, 7.6824892);750.7859
Vienna;Hanover;(48.2083537, 16.3725042);(52.3744779, 9.7385532);661.489
Vienna;Malmö;(48.2083537, 16.3725042);(55.6052931, 13.0001566);854.856
Vienna;Helsinki;(48.2083537, 16.3725042);(60.1674881, 24.9427473);1441.1217
Vienna;Prague;(48.2083537, 16.3725042);(50.0874654, 14.4212535);252.8383
Vienna;Valencia;(48.2083537, 16.3725042);(39.4697065, -0.3763353);1654.5719
Vienna;Bremen;(48.2083537, 16.3725042);(53.0758196, 8.8071646);760.5072
Vienna;Porto;(48.2083537, 16.3725042);(41.1494512, -8.6107884);2118.6102
Munich;Amsterdam;(48.1371079, 11.5753822);(52.3727598, 4.8936041);669.5848
Munich;Stockholm;(48.1371079, 11.5753822);(59.3251172, 18.0710935);1315.4317
Munich;Copenhagen;(48.1371079, 11.5753822);(55.6867243, 12.5700724);842.7707
Munich;Barcelona;(48.1371079, 11.5753822);(41.3828939, 2.1774322);1055.402
Munich;Cologne;(48.1371079, 11.5753822);(50.938361, 6.959974);456.6385
Munich;Athens;(48.1371079, 11.5753822);(37.9839412, 23.7283052);1497.108
Munich;Bucharest;(48.1371079, 11.5753822);(44.4361414, 26.1027202);1190.4458
Munich;Budapest;(48.1371079, 11.5753822);(47.4979937, 19.0403594);563.3073
Munich;Naples;(48.1371079, 11.5753822);(40.8358846, 14.2487679);838.5883
Munich;Lisbon;(48.1371079, 11.5753822);(38.7077507, -9.1365919);1967.9102
Munich;Turin;(48.1371079, 11.5753822);(45.0677551, 7.6824892);453.066
Munich;Hanover;(48.1371079, 11.5753822);(52.3744779, 9.7385532);489.1595
Munich;Malmö;(48.1371079, 11.5753822);(55.6052931, 13.0001566);836.6704
Munich;Helsinki;(48.1371079, 11.5753822);(60.1674881, 24.9427473);1592.0488
Munich;Prague;(48.1371079, 11.5753822);(50.0874654, 14.4212535);300.3147
Munich;Valencia;(48.1371079, 11.5753822);(39.4697065, -0.3763353);1357.9898
Munich;Bremen;(48.1371079, 11.5753822);(53.0758196, 8.8071646);583.1731
Munich;Porto;(48.1371079, 11.5753822);(41.1494512, -8.6107884);1772.5618
Amsterdam;Stockholm;(52.3727598, 4.8936041);(59.3251172, 18.0710935);1127.8689
Amsterdam;Copenhagen;(52.3727598, 4.8936041);(55.6867243, 12.5700724);623.2007
Amsterdam;Barcelona;(52.3727598, 4.8936041);(41.3828939, 2.1774322);1238.9079
Amsterdam;Cologne;(52.3727598, 4.8936041);(50.938361, 6.959974);214.2694
Amsterdam;Athens;(52.3727598, 4.8936041);(37.9839412, 23.7283052);2166.1367
Amsterdam;Bucharest;(52.3727598, 4.8936041);(44.4361414, 26.1027202);1791.6543
Amsterdam;Budapest;(52.3727598, 4.8936041);(47.4979937, 19.0403594);1148.5378
Amsterdam;Naples;(52.3727598, 4.8936041);(40.8358846, 14.2487679);1466.3818
Amsterdam;Lisbon;(52.3727598, 4.8936041);(38.7077507, -9.1365919);1865.6878
Amsterdam;Turin;(52.3727598, 4.8936041);(45.0677551, 7.6824892);837.695
Amsterdam;Hanover;(52.3727598, 4.8936041);(52.3744779, 9.7385532);329.9026
Amsterdam;Malmö;(52.3727598, 4.8936041);(55.6052931, 13.0001566);641.3917
Amsterdam;Helsinki;(52.3727598, 4.8936041);(60.1674881, 24.9427473);1505.6625
Amsterdam;Prague;(52.3727598, 4.8936041);(50.0874654, 14.4212535);711.7477
Amsterdam;Valencia;(52.3727598, 4.8936041);(39.4697065, -0.3763353);1490.2766
Amsterdam;Bremen;(52.3727598, 4.8936041);(53.0758196, 8.8071646);275.7071
Amsterdam;Porto;(52.3727598, 4.8936041);(41.1494512, -8.6107884);1613.4835
Stockholm;Copenhagen;(59.3251172, 18.0710935);(55.6867243, 12.5700724);522.0769
Stockholm;Barcelona;(59.3251172, 18.0710935);(41.3828939, 2.1774322);2280.6153
Stockholm;Cologne;(59.3251172, 18.0710935);(50.938361, 6.959974);1168.9667
Stockholm;Athens;(59.3251172, 18.0710935);(37.9839412, 23.7283052);2407.4229
Stockholm;Bucharest;(59.3251172, 18.0710935);(44.4361414, 26.1027202);1743.4813
Stockholm;Budapest;(59.3251172, 18.0710935);(47.4979937, 19.0403594);1317.8155
Stockholm;Naples;(59.3251172, 18.0710935);(40.8358846, 14.2487679);2073.8179
Stockholm;Lisbon;(59.3251172, 18.0710935);(38.7077507, -9.1365919);2993.535
Stockholm;Turin;(59.3251172, 18.0710935);(45.0677551, 7.6824892);1733.4247
Stockholm;Hanover;(59.3251172, 18.0710935);(52.3744779, 9.7385532);931.8909
Stockholm;Malmö;(59.3251172, 18.0710935);(55.6052931, 13.0001566);513.7236
Stockholm;Helsinki;(59.3251172, 18.0710935);(60.1674881, 24.9427473);397.4031
Stockholm;Prague;(59.3251172, 18.0710935);(50.0874654, 14.4212535);1054.4773
Stockholm;Valencia;(59.3251172, 18.0710935);(39.4697065, -0.3763353);2562.9057
Stockholm;Bremen;(59.3251172, 18.0710935);(53.0758196, 8.8071646);900.9919
Stockholm;Porto;(59.3251172, 18.0710935);(41.1494512, -8.6107884);2740.299
Copenhagen;Barcelona;(55.6867243, 12.5700724);(41.3828939, 2.1774322);1761.5977
Copenhagen;Cologne;(55.6867243, 12.5700724);(50.938361, 6.959974);646.9126
Copenhagen;Athens;(55.6867243, 12.5700724);(37.9839412, 23.7283052);2137.9173
Copenhagen;Bucharest;(55.6867243, 12.5700724);(44.4361414, 26.1027202);1576.8332
Copenhagen;Budapest;(55.6867243, 12.5700724);(47.4979937, 19.0403594);1014.3931
Copenhagen;Naples;(55.6867243, 12.5700724);(40.8358846, 14.2487679);1655.9062
Copenhagen;Lisbon;(55.6867243, 12.5700724);(38.7077507, -9.1365919);2482.2491
Copenhagen;Turin;(55.6867243, 12.5700724);(45.0677551, 7.6824892);1230.5355
Copenhagen;Hanover;(55.6867243, 12.5700724);(52.3744779, 9.7385532);412.6447
Copenhagen;Malmö;(55.6867243, 12.5700724);(55.6052931, 13.0001566);28.5562
Copenhagen;Helsinki;(55.6867243, 12.5700724);(60.1674881, 24.9427473);884.6728
Copenhagen;Prague;(55.6867243, 12.5700724);(50.0874654, 14.4212535);635.3831
Copenhagen;Valencia;(55.6867243, 12.5700724);(39.4697065, -0.3763353);2041.5891
Copenhagen;Bremen;(55.6867243, 12.5700724);(53.0758196, 8.8071646);379.6785
Copenhagen;Porto;(55.6867243, 12.5700724);(41.1494512, -8.6107884);2234.2253
Barcelona;Cologne;(41.3828939, 2.1774322);(50.938361, 6.959974);1123.9164
Barcelona;Athens;(41.3828939, 2.1774322);(37.9839412, 23.7283052);1881.7007
Barcelona;Bucharest;(41.3828939, 2.1774322);(44.4361414, 26.1027202);1975.6167
Barcelona;Budapest;(41.3828939, 2.1774322);(47.4979937, 19.0403594);1500.3001
Barcelona;Naples;(41.3828939, 2.1774322);(40.8358846, 14.2487679);1014.9375
Barcelona;Lisbon;(41.3828939, 2.1774322);(38.7077507, -9.1365919);1009.2834
Barcelona;Turin;(41.3828939, 2.1774322);(45.0677551, 7.6824892);606.0469
Barcelona;Hanover;(41.3828939, 2.1774322);(52.3744779, 9.7385532);1349.259
Barcelona;Malmö;(41.3828939, 2.1774322);(55.6052931, 13.0001566);1767.4935
Barcelona;Helsinki;(41.3828939, 2.1774322);(60.1674881, 24.9427473);2607.0854
Barcelona;Prague;(41.3828939, 2.1774322);(50.0874654, 14.4212535);1354.6563
Barcelona;Valencia;(41.3828939, 2.1774322);(39.4697065, -0.3763353);303.4485
Barcelona;Bremen;(41.3828939, 2.1774322);(53.0758196, 8.8071646);1392.0713
Barcelona;Porto;(41.3828939, 2.1774322);(41.1494512, -8.6107884);903.7955
Cologne;Athens;(50.938361, 6.959974);(37.9839412, 23.7283052);1953.7406
Cologne;Bucharest;(50.938361, 6.959974);(44.4361414, 26.1027202);1602.264
Cologne;Budapest;(50.938361, 6.959974);(47.4979937, 19.0403594);958.1807
Cologne;Naples;(50.938361, 6.959974);(40.8358846, 14.2487679);1255.8803
Cologne;Lisbon;(50.938361, 6.959974);(38.7077507, -9.1365919);1854.2463
Cologne;Turin;(50.938361, 6.959974);(45.0677551, 7.6824892);654.968
Cologne;Hanover;(50.938361, 6.959974);(52.3744779, 9.7385532);249.977
Cologne;Malmö;(50.938361, 6.959974);(55.6052931, 13.0001566);656.8696
Cologne;Helsinki;(50.938361, 6.959974);(60.1674881, 24.9427473);1521.8573
Cologne;Prague;(50.938361, 6.959974);(50.0874654, 14.4212535);537.3816
Cologne;Valencia;(50.938361, 6.959974);(39.4697065, -0.3763353);1397.1541
Cologne;Bremen;(50.938361, 6.959974);(53.0758196, 8.8071646);269.5176
Cologne;Porto;(50.938361, 6.959974);(41.1494512, -8.6107884);1617.6455
Athens;Bucharest;(37.9839412, 23.7283052);(44.4361414, 26.1027202);743.6301
Athens;Budapest;(37.9839412, 23.7283052);(47.4979937, 19.0403594);1123.8912
Athens;Naples;(37.9839412, 23.7283052);(40.8358846, 14.2487679);875.0802
Athens;Lisbon;(37.9839412, 23.7283052);(38.7077507, -9.1365919);2858.6219
Athens;Turin;(37.9839412, 23.7283052);(45.0677551, 7.6824892);1549.0911
Athens;Hanover;(37.9839412, 23.7283052);(52.3744779, 9.7385532);1933.4032
Athens;Malmö;(37.9839412, 23.7283052);(55.6052931, 13.0001566);2117.4666
Athens;Helsinki;(37.9839412, 23.7283052);(60.1674881, 24.9427473);2468.5121
Athens;Prague;(37.9839412, 23.7283052);(50.0874654, 14.4212535);1535.1602
Athens;Valencia;(37.9839412, 23.7283052);(39.4697065, -0.3763353);2096.3186
Athens;Bremen;(37.9839412, 23.7283052);(53.0758196, 8.8071646);2033.6346
Athens;Porto;(37.9839412, 23.7283052);(41.1494512, -8.6107884);2784.8857
Bucharest;Budapest;(44.4361414, 26.1027202);(47.4979937, 19.0403594);644.1819
Bucharest;Naples;(44.4361414, 26.1027202);(40.8358846, 14.2487679);1050.0488
Bucharest;Lisbon;(44.4361414, 26.1027202);(38.7077507, -9.1365919);2982.7875
Bucharest;Turin;(44.4361414, 26.1027202);(45.0677551, 7.6824892);1457.1641
Bucharest;Hanover;(44.4361414, 26.1027202);(52.3744779, 9.7385532);1493.4011
Bucharest;Malmö;(44.4361414, 26.1027202);(55.6052931, 13.0001566);1551.8008
Bucharest;Helsinki;(44.4361414, 26.1027202);(60.1674881, 24.9427473);1752.1678
Bucharest;Prague;(44.4361414, 26.1027202);(50.0874654, 14.4212535);1082.6119
Bucharest;Valencia;(44.4361414, 26.1027202);(39.4697065, -0.3763353);2252.8147
Bucharest;Bremen;(44.4361414, 26.1027202);(53.0758196, 8.8071646);1586.929
Bucharest;Porto;(44.4361414, 26.1027202);(41.1494512, -8.6107884);2841.811
Budapest;Naples;(47.4979937, 19.0403594);(40.8358846, 14.2487679);833.1768
Budapest;Lisbon;(47.4979937, 19.0403594);(38.7077507, -9.1365919);2475.3627
Budapest;Turin;(47.4979937, 19.0403594);(45.0677551, 7.6824892);915.0746
Budapest;Hanover;(47.4979937, 19.0403594);(52.3744779, 9.7385532);859.1525
Budapest;Malmö;(47.4979937, 19.0403594);(55.6052931, 13.0001566);993.655
Budapest;Helsinki;(47.4979937, 19.0403594);(60.1674881, 24.9427473);1461.2593
Budapest;Prague;(47.4979937, 19.0403594);(50.0874654, 14.4212535);444.945
Budapest;Valencia;(47.4979937, 19.0403594);(39.4697065, -0.3763353);1799.0938
Budapest;Bremen;(47.4979937, 19.0403594);(53.0758196, 8.8071646);955.9006
Budapest;Porto;(47.4979937, 19.0403594);(41.1494512, -8.6107884);2301.5311
Naples;Lisbon;(40.8358846, 14.2487679);(38.7077507, -9.1365919);2011.4245
Naples;Turin;(40.8358846, 14.2487679);(45.0677551, 7.6824892);712.4081
Naples;Hanover;(40.8358846, 14.2487679);(52.3744779, 9.7385532);1327.717
Naples;Malmö;(40.8358846, 14.2487679);(55.6052931, 13.0001566);1644.8184
Naples;Helsinki;(40.8358846, 14.2487679);(60.1674881, 24.9427473);2273.5338
Naples;Prague;(40.8358846, 14.2487679);(50.0874654, 14.4212535);1028.3156
Naples;Valencia;(40.8358846, 14.2487679);(39.4697065, -0.3763353);1253.8122
Naples;Bremen;(40.8358846, 14.2487679);(53.0758196, 8.8071646);1421.3096
Naples;Porto;(40.8358846, 14.2487679);(41.1494512, -8.6107884);1918.2794
Lisbon;Turin;(38.7077507, -9.1365919);(45.0677551, 7.6824892);1560.2914
Lisbon;Hanover;(38.7077507, -9.1365919);(52.3744779, 9.7385532);2104.223
Lisbon;Malmö;(38.7077507, -9.1365919);(55.6052931, 13.0001566);2497.1865
Lisbon;Helsinki;(38.7077507, -9.1365919);(60.1674881, 24.9427473);3366.8192
Lisbon;Prague;(38.7077507, -9.1365919);(50.0874654, 14.4212535);2247.6664
Lisbon;Valencia;(38.7077507, -9.1365919);(39.4697065, -0.3763353);762.3181
Lisbon;Bremen;(38.7077507, -9.1365919);(53.0758196, 8.8071646);2106.8852
Lisbon;Porto;(38.7077507, -9.1365919);(41.1494512, -8.6107884);274.8089
Turin;Hanover;(45.0677551, 7.6824892);(52.3744779, 9.7385532);826.4085
Turin;Malmö;(45.0677551, 7.6824892);(55.6052931, 13.0001566);1230.8575
Turin;Helsinki;(45.0677551, 7.6824892);(60.1674881, 24.9427473);2033.3663
Turin;Prague;(45.0677551, 7.6824892);(50.0874654, 14.4212535);753.3803
Turin;Valencia;(45.0677551, 7.6824892);(39.4697065, -0.3763353);909.4787
Turin;Bremen;(45.0677551, 7.6824892);(53.0758196, 8.8071646);894.3364
Turin;Porto;(45.0677551, 7.6824892);(41.1494512, -8.6107884);1392.9553
Hanover;Malmö;(52.3744779, 9.7385532);(55.6052931, 13.0001566);418.3232
Hanover;Helsinki;(52.3744779, 9.7385532);(60.1674881, 24.9427473);1275.1825
Hanover;Prague;(52.3744779, 9.7385532);(50.0874654, 14.4212535);414.2493
Hanover;Valencia;(52.3744779, 9.7385532);(39.4697065, -0.3763353);1631.3281
Hanover;Bremen;(52.3744779, 9.7385532);(53.0758196, 8.8071646);100.253
Hanover;Porto;(52.3744779, 9.7385532);(41.1494512, -8.6107884);1866.9272
Malmö;Helsinki;(55.6052931, 13.0001566);(60.1674881, 24.9427473);869.7546
Malmö;Prague;(55.6052931, 13.0001566);(50.0874654, 14.4212535);621.4254
Malmö;Valencia;(55.6052931, 13.0001566);(39.4697065, -0.3763353);2049.1881
Malmö;Bremen;(55.6052931, 13.0001566);(53.0758196, 8.8071646);391.8436
Malmö;Porto;(55.6052931, 13.0001566);(41.1494512, -8.6107884);2250.403
Helsinki;Prague;(60.1674881, 24.9427473);(50.0874654, 14.4212535);1304.033
Helsinki;Valencia;(60.1674881, 24.9427473);(39.4697065, -0.3763353);2898.0484
Helsinki;Bremen;(60.1674881, 24.9427473);(53.0758196, 8.8071646);1261.0682
Helsinki;Porto;(60.1674881, 24.9427473);(41.1494512, -8.6107884);3118.5295
Prague;Valencia;(50.0874654, 14.4212535);(39.4697065, -0.3763353);1656.6929
Prague;Bremen;(50.0874654, 14.4212535);(53.0758196, 8.8071646);511.5741
Prague;Porto;(50.0874654, 14.4212535);(41.1494512, -8.6107884);2040.6788
Valencia;Bremen;(39.4697065, -0.3763353);(53.0758196, 8.8071646);1666.6678
Valencia;Porto;(39.4697065, -0.3763353);(41.1494512, -8.6107884);724.0895
Bremen;Porto;(53.0758196, 8.8071646);(41.1494512, -8.6107884);1862.7794
Rotterdam;Dusseldorf;(51.9244424, 4.47775);(51.2254018, 6.7763137);177.3075
Rotterdam;Zaragoza;(51.9244424, 4.47775);(41.6521342, -0.8809428);1212.1854
Rotterdam;Venlo;(51.9244424, 4.47775);(51.39244885, 6.1511724144122955);130.0459
